account_id,account_name,industry,employee_count,annual_revenue,is_icp_qualified,is_named_account,intent_score,do_not_contact,country
27adf4d94b4244c5,Chapman and Sons,Healthcare,2357,671295484.94,True,False,33,False,France
0928040fe2bf4b58,"Robinson, Jones and Welch",Government,220,16962140.1,False,False,100,False,Germany
757022cd00324e96,Jones Inc,Insurance,1474,215644517.19,False,False,5,False,USA
b7c618b515174d4a,Jones-Young,Media,45288,10040996617.37,False,False,25,False,USA
dc1baae87b5e441c,"Washington, Ryan and Cummings",Legal,7705,1585603108.41,False,False,92,False,UK
cc5c6ef2e36c4240,"Johnston, Sanchez and Kennedy",Media,8346,1097880630.98,False,False,16,False,Germany
b92214f0f0ba45e2,Lee-Davis,Technology,847,200767493.11,True,False,38,False,India
56c07675b3d84fac,Gomez-Jenkins,Insurance,347,35583347.91,False,False,41,False,USA
ca147e09badd4026,"Brown, Valdez and Lucas",Media,181,30461674.91,False,False,10,False,Germany
6c4abf98669d4d11,Powell LLC,Manufacturing,2373,174051956.44,False,False,28,False,USA
7c9888bee6f641e2,Wright and Sons,Insurance,16,4735744.09,False,False,9,False,Australia
5f2df9e291da4598,"West, Henderson and Ramirez",Government,1797,412566902.54,False,False,31,False,Canada
531d3d988d7c4420,Baxter Inc,Manufacturing,16986,4154862257.34,False,False,89,False,USA
1d01599a797a4651,Morton-Chase,Education,82,13457467.42,False,False,71,False,France
f219724055874514,Williams PLC,Telecommunications,814,206553824.24,False,False,70,False,USA
1bab529a35254e4d,Novak and Sons,Manufacturing,41109,6680929412.67,False,False,35,False,UK
912296fab4b74dd7,Russell Group,Healthcare,6960,825799557.64,True,False,30,False,USA
0cdd606d21b544f4,Hancock Inc,Manufacturing,1331,112593968.97,False,False,19,False,USA
3111079c15a54a9b,Gray Group,Government,670,124387366.03,False,True,53,False,India
65f1d66e5bd746e3,House-Glover,Insurance,5161,1363448504.68,False,False,0,False,USA
cfab2bae184a4853,Henderson-Bernard,Government,937,255717031.21,False,False,94,False,Germany
e26e34a2dd744364,"Stanley, Tucker and Lee",Government,175,18349696.51,False,False,49,False,Germany
e0c77b5aa4574012,Novak PLC,Education,871,79488490.22,False,False,79,False,Australia
969cebedb14e46cf,"Daniels, Adkins and Brown",Healthcare,3312,714563798.66,True,False,17,False,USA
674a5f9ffe044852,"Woods, Calhoun and Schmidt",Education,395,52076075.86,False,False,97,False,USA
20481ff337cb4ee7,Yu Inc,Healthcare,37628,4254518299.48,True,False,95,False,France
73de4dc083e249e0,Jones Inc,Legal,315,66948847.34,False,True,3,False,USA
3190811cf697464c,"Hensley, Powell and David",Technology,40,3523823.46,False,False,14,False,USA
86b02b0d24ac4dc9,"Sanchez, Wheeler and Harvey",Technology,7100,1716244124.58,True,False,95,False,India
cb394c3b3fa34bc8,Sandoval-Cunningham,Financial Services,130,10013209.36,False,False,73,False,France
eefceb8f0c264308,Donovan-Harris,Healthcare,983,224864863.77,True,False,80,False,Canada
2fffc69044744e75,"Edwards, Baker and Anderson",Insurance,262,65252882.69,False,False,44,False,Germany
2e7d9cc4f8ff460f,"Evans, Stewart and Walton",Financial Services,33,6992231.85,False,False,62,False,France
6a802cd973b94b9d,Smith PLC,Government,8767,1988593719.84,False,False,66,False,USA
be35cd55930a424a,"Ferrell, Jones and Lewis",Education,45270,11030504614.58,False,False,93,False,USA
f8ee0f5a8d9a459a,Anderson-Bailey,Education,73,8740440.55,False,False,59,False,Germany
0aebdf7f141a4836,Suarez LLC,Energy,215,37318974.57,False,False,27,False,USA
68d859bece2245ac,Moore-Bass,Telecommunications,342,64620132.89,False,False,10,False,USA
2a0bd9461672442f,"Turner, Riggs and Roman",Education,4106,451992520.43,False,False,62,False,USA
ac3ecd6284d04435,"Smith, Montoya and Evans",Manufacturing,314,47445488.6,False,False,74,False,UK
291da1b67d17420c,"Garcia, Humphrey and Baker",Telecommunications,418,125047987.98,False,False,89,False,USA
f5ff5461298247e2,Newton and Sons,Energy,81,18656007.71,False,True,68,False,Canada
9bc16b4817824d1a,Campbell-Clark,Retail,106,24873023.32,False,False,97,False,USA
d5c6faa8f56a4cd5,Harris-Walters,Energy,13,1612801.01,False,False,1,False,USA
c0fa3000e4fc4494,Wagner-King,Media,4,753358.97,False,False,81,False,USA
08499d2018674305,Davis Group,Education,10804,2090747457.21,False,False,43,False,USA
ee775723bd824e24,Williams-Cook,Healthcare,41309,3243656424.05,True,False,9,False,Canada
74f4467873ba41b3,Walsh LLC,Retail,89,22497911.2,False,True,31,False,India
fab38126606a4f58,Figueroa PLC,Manufacturing,3442,852532484.08,False,False,48,False,USA
4d460e953fee476b,"Patterson, Smith and Jones",Retail,48570,14449954580.22,False,False,7,False,Canada
9c1782bd9db14c2f,"Mckee, Gardner and Davenport",Retail,23618,4874253497.04,False,False,20,False,UK
97a37b43f21a4161,"Tran, Jordan and Williams",Media,51,7758599.05,False,False,37,True,USA
9a7dcd8c991348a3,Nolan-Flynn,Manufacturing,433,29355209.04,False,False,100,False,UK
cd24224771ea4f02,Nolan and Sons,Telecommunications,22965,3589079089.15,False,False,19,False,India
9556bb3588b24be6,"Wright, Garcia and Deleon",Retail,4,365922.79,False,False,72,False,USA
ffd0dae2c74041be,Dickson-Brady,Government,853,107497446.38,False,False,64,False,USA
c08666b99aad4492,Hancock and Sons,Media,1164,317022060.78,False,False,32,True,USA
b153106a795e42bd,Johnson-Doyle,Financial Services,9713,1911331258.92,True,False,86,False,UK
699cc26c636445dc,Patton-Jenkins,Legal,21482,3600924671.27,False,False,35,False,UK
cbd785d9a8444113,"Shields, Cochran and Adams",Education,9029,2638849931.61,False,False,42,False,USA
2c43202748dd4a2f,"Rodriguez, Brennan and Garrison",Education,135,20643021.78,False,False,51,False,UK
3f85c46f54da4e47,Gonzalez Group,Energy,546,70231591.95,False,True,98,False,UK
3bc38b2bb37e4a9d,Torres-Pope,Education,43,11495700.46,False,False,24,False,Germany
d98f71a181cf4949,Walker Ltd,Financial Services,821,131778906.16,True,False,70,False,USA
300180be78af4b9b,Ross LLC,Legal,8971,720878348.46,False,False,30,False,USA
0fac3c45e3354589,Rasmussen LLC,Manufacturing,36,5471916.19,False,False,14,False,USA
0ac1233ee7a44f3f,May-Ross,Media,20091,3507765566.27,False,False,90,False,India
c180adecefb24cb8,"Rivera, Johnson and Wiley",Technology,625,102622886.36,True,False,76,False,Australia
bdffb97db03e4ec7,White-Estes,Government,14576,1735445535.88,False,False,100,False,India
c9585f6aebde42cc,Johnson-Carlson,Insurance,353,91557250.17,False,False,62,False,USA
585f4650624042fd,Chandler-Edwards,Telecommunications,677,90115462.5,False,False,41,False,France
ee8327abbfc945c6,"Joyce, Wilson and Lam",Government,197,28711314.31,False,True,95,False,Australia
319b26d53a994995,Scott Ltd,Legal,698,207378243.34,False,False,63,False,USA
64a077fa95af464e,Smith-Frost,Education,2360,631123184.88,False,True,58,True,USA
b50bf2b278754d74,"Mcdaniel, Bentley and Mclaughlin",Retail,20117,1382179967.48,False,False,88,False,USA
f8e08cdc288c4452,Diaz Inc,Energy,474,68731113.61,False,False,97,False,UK
47f5666f432f4226,"Mccall, Hanson and Alvarado",Legal,1281,139235170.35,False,False,29,False,USA
37f1e4d20c884876,Cortez LLC,Healthcare,49,10213410.9,False,False,88,False,USA
73d25b49db3c4bb2,"Parker, Ortiz and Powell",Energy,229,28245305.17,False,False,31,False,UK
f7bb6cf3605a4e3e,Spencer-Lee,Healthcare,21801,2016503383.33,True,False,48,False,USA
54c5e92a47134df5,"Bentley, Byrd and Orr",Legal,1587,171470765.27,False,False,32,False,Australia
3764b5cc04154a08,"Carroll, Sullivan and Bass",Telecommunications,962,117275415.61,False,False,56,False,France
f218f82283e94d71,Mitchell-Jordan,Education,418,93037762.05,False,False,25,False,Australia
7b35a9187fe2425c,"Lawson, Morris and Ramos",Energy,16,2325457.19,False,False,89,False,France
dbbe143ca83a475d,"Lewis, Kennedy and Santana",Insurance,8243,977785443.45,False,False,99,False,USA
fc8f645b85504a8c,"Jackson, Miller and Robertson",Retail,4053,705958923.07,False,False,29,False,USA
e70835ee7fd94304,"Harvey, Davis and Crane",Legal,6558,1345851061.95,False,False,98,False,India
351f4e0509954ffa,Chambers and Sons,Legal,5796,1598831967.2,False,True,100,False,UK
d3856d7504d241bf,Hernandez Inc,Retail,6077,440785131.1,False,False,53,False,USA
63092275377f427c,Riggs PLC,Telecommunications,4590,1344284294.44,False,False,34,False,USA
e698825bb1704874,Gibson Ltd,Retail,41579,12134665625.73,False,False,43,False,USA
fe02e881caac4842,"Lee, Horton and Snyder",Manufacturing,10,2385378.73,False,False,92,False,USA
be66319fa4404af2,Hernandez Ltd,Government,46525,6580671043.4,False,True,68,False,USA
4d9212f629544ab8,Stafford Inc,Legal,7148,1402008883.78,False,False,13,False,USA
4630aedd26664b7c,Robinson-Brock,Energy,4622,1320931936.71,False,False,28,False,Germany
99b51203a6134f3f,"Holmes, Williams and Wright",Legal,966,217610135.46,False,False,17,False,USA
bfdbdee1f0874f88,Bryant Group,Telecommunications,560,41606879.81,False,True,58,False,France
294a30b099d142c1,"Schmidt, Hansen and Stewart",Media,9426,1458972194.42,False,False,53,False,India
56b8c363130b4061,Salazar-Ball,Retail,2672,760887447.9,False,True,47,False,USA
dbb99a8c4d544709,"Simmons, Meadows and Griffin",Legal,143,10701927.83,False,False,82,False,USA
565c43db21064526,Manning Group,Education,82,23554721.16,False,True,27,False,UK
385491ad1f044bdb,Green-Wright,Manufacturing,4,986794.59,False,False,100,False,USA
2670ce83d3ef4f45,"Ramirez, Strickland and Washington",Manufacturing,46321,4714984137.96,False,False,29,False,USA
e4270b83113649b9,Hill Inc,Technology,1012,120750536.03,True,False,69,False,USA
9220006c997c4ef7,"Mitchell, Nelson and Flores",Energy,5212,432339608.12,False,False,30,False,USA
3bd17bd1466f4d06,"Miller, Hernandez and Reyes",Government,227,18543547.36,False,False,95,False,USA
176107579a4144fc,Mccarthy Inc,Education,463,91866841.57,False,False,78,False,India
c5c4db3214824c1a,Russell-Daniels,Legal,44174,5539754538.62,False,False,7,False,Australia
82093ea79b354ada,Brown-Wall,Media,852,65595869.72,False,False,9,False,USA
6f70441fa47a4ff7,Stein-Silva,Insurance,67,5463709.1,False,False,70,False,USA
0983fad7081e4853,"Smith, Gilmore and Johnston",Telecommunications,3174,392701361.41,False,False,12,False,USA
fb7db87146894868,Smith-Bell,Manufacturing,9517,2190908371.71,False,False,29,False,India
ca9b40a5d3884526,Castaneda-Ashley,Energy,713,165703429.49,False,False,85,False,France
7fa8524bf9d041eb,Medina-Navarro,Healthcare,8886,593436644.03,True,True,12,False,USA
ff51cfaff9ea47f1,"Hurst, Freeman and Nelson",Telecommunications,193,12544082.19,False,False,85,False,USA
6c493a83027f4c31,Johnson-Rogers,Media,8465,2260350010.04,False,True,36,False,USA
622e27df91b84fb8,"Yates, Ramsey and Pittman",Legal,3079,317705695.67,False,False,13,False,UK
3245670d835a408b,Hooper PLC,Manufacturing,49,5862460.6,False,False,71,False,India
f40faa29dd754ec4,Meadows PLC,Financial Services,3765,793190587.95,True,False,84,False,USA
16f64ec320bb420b,"Alvarado, Miller and Patterson",Retail,120,27080963.19,False,False,44,True,Australia
8fd1d51c0cdb4918,White-Green,Technology,3693,554674145.6,True,False,3,False,UK
db8b72deabea4a0b,Lewis-Murphy,Technology,715,116839185.08,True,False,92,False,France
9cb3b0419f3b41a0,Ramirez-Bean,Technology,1348,365086316.18,True,False,79,False,USA
ac1a969433f44808,King-Miller,Insurance,839,130887098.66,False,False,34,False,UK
6bd4b847804e41fa,Curry Inc,Legal,421,32721148.52,False,False,62,False,USA
7977d1747af2409d,Walker-Jones,Financial Services,152,45008935.02,False,True,38,False,India
ed495689b58c451a,"Williams, Johnson and Wright",Healthcare,26746,3272688242.89,True,True,95,False,USA
ad4f60a1a88246fa,Howell and Sons,Telecommunications,3883,417529977.63,False,False,45,False,Australia
a1c857e9f735456e,Wells Inc,Healthcare,28,1531190.76,False,False,73,False,USA
c1371e129678491e,"Gould, Marshall and Scott",Government,8422,1030674265.36,False,True,41,False,France
5311269b2af04ae3,Jackson-Lawson,Energy,926,205944724.51,False,True,13,False,UK
16048cf1ae21427d,"Higgins, Strickland and Martin",Retail,1323,197049834.99,False,False,28,False,USA
42b4c010299140c7,Rodriguez-Johnson,Telecommunications,3594,282152935.89,False,False,99,False,Canada
2c273c82c4d049d4,Johnston-Odonnell,Technology,19680,2146442736.82,True,False,22,False,India
542689c6d93f4be6,Sanders-Espinoza,Legal,5618,529701738.11,False,False,96,False,UK
7e0468870ad742ae,Vargas Ltd,Insurance,9625,2028449092.55,False,False,80,False,USA
a2c929714d1f4852,Garcia LLC,Retail,727,151104245.56,False,False,45,False,USA
dbf61afcfa974085,"Burke, Martinez and Riggs",Retail,520,33395706.61,False,True,11,False,UK
5631db9f5a8f449b,Reed Group,Media,798,150486116.08,False,False,57,False,UK
18dfbdb615874d63,"Wood, Hunter and Peterson",Telecommunications,133,26766443.98,False,False,7,False,India
ba821e7953014960,Short-Garcia,Healthcare,32508,9609247617.55,True,False,22,True,Canada
94d3962a530149cd,Reid-Poole,Technology,769,138948309.78,True,False,36,False,India
ba682f95388d49d5,"Hernandez, Thompson and Boyd",Legal,9898,624478473.14,False,False,8,False,UK
37f5eb0bf03943d9,"Nelson, Morton and Medina",Legal,646,72997319.27,False,False,77,False,USA
49b2ee91ce264780,Marshall-Petersen,Energy,3719,317443036.85,False,False,83,False,USA
e15c3de1fd254597,"Adams, Christian and Rivas",Retail,3904,1110690146.78,False,False,82,False,India
6f7a7b7845d1439a,Ramirez Group,Legal,9313,683231865.91,False,False,46,True,USA
36c604a3c5954b65,Christensen PLC,Education,138,39594555.23,False,False,17,False,USA
