cm_id,entity_id,entity_type,campaign_name,campaign_type,member_status,is_responded,response_date,is_active
ae7cc6569bc64169,820e3f38dbe146bb,lead,Embrace Out-Of-The-Box Networks Webinar 2023,Email,Sent,False,2025-02-22,False
b952d467923946f5,c3da9723707a430d,lead,Re-Intermediate B2B Interfaces Event 2023,Email,Sent,False,2025-04-19,True
12f514b770834848,6f5be3a3704d4b5d,contact,Streamline 24/7 Systems Advertisement 2024,Email,Sent,False,2025-04-12,False
7c5de407189b45dd,f108d9f379c3434c,lead,Deliver One-To-One Markets Email 2024,Email,Opened,False,2025-03-27,True
e2db54e1dbaa4edb,d4c9844a1c9f4ade,contact,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Responded,True,2024-09-01,False
0b31171433904176,9da2c8b1ac1143f9,lead,Engineer Robust Web Services Event 2024,Event,Registered,False,2025-04-26,True
4cded03210994299,26fb5134d77a49a8,lead,Extend Granular Schemas Email 2025,Email,Opened,False,2024-09-14,True
0c4c807da92c4a02,55c9c9d5e237444c,lead,Utilize Visionary Eyeballs Webinar 2023,Email,Sent,False,2025-03-15,True
ccabe5e163cb4d1f,c8ba071217f14aef,contact,Revolutionize Value-Added Deliverables Telemarketing 2023,Email,Sent,False,2024-08-29,False
ff8356b2639e454d,91096f981d644411,contact,E-Enable Seamless E-Commerce Event 2025,Email,Sent,False,2025-03-02,False
3a342bb2db534ecd,945892b5c4114cf9,lead,Extend Granular Schemas Email 2025,Email,Clicked,True,2024-03-02,False
efbc6e69f801443b,93a69db066904421,lead,Orchestrate 24/7 Relationships Content Syndication 2024,Email,Sent,False,2025-04-26,False
20aa5a000365444b,aa1d1b0d82c64927,lead,Brand Leading-Edge Interfaces Telemarketing 2025,Email,Sent,False,2025-04-21,False
9b37f802e2274c71,bd6d3f0f02ae41df,lead,Monetize Front-End Web Services Webinar 2024,Email,Sent,False,2024-11-20,False
efa88ec67f554a7f,f63cc0fbc0214b0d,lead,Disintermediate 24/7 Metrics Telemarketing 2024,Telemarketing,Responded,True,2025-04-02,False
099e68327ac14f40,27d42a97bada439d,lead,Transition Efficient Deliverables Email 2024,Email,Opened,False,2025-04-02,True
622cfa7b99774ae3,08393fe814024e3b,contact,Brand Visionary Models Advertisement 2024,Advertisement,Viewed,False,2024-11-18,True
f20a8f9509894e9b,f669ca9a4acd434d,contact,Unleash Ubiquitous Channels Event 2025,Event,No Show,False,2025-01-04,False
221cbd30642c4c88,cf6c7be59e3e48ed,contact,Mesh Interactive Platforms Advertisement 2023,Advertisement,Clicked,True,2025-03-10,False
32d8ac88e95c494c,0aa4bc073e6d43e7,contact,Integrate Open-Source Architectures Webinar 2023,Webinar,No Show,False,2025-01-09,True
0fb22442267241ad,59674b5585f74955,contact,Orchestrate End-To-End Models Event 2025,Event,Registered,False,2025-04-26,True
05db7603a96249ae,3a07aefee2d74a30,lead,Unleash Ubiquitous Channels Event 2025,Event,Registered,False,2025-04-04,False
dafe745d23a44a81,708e08ffce2b4624,contact,Engineer Robust Web Services Event 2024,Email,Sent,False,2023-07-21,False
57ff97b5f96e4557,c9f086f3e11043c8,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2025-01-14,False
633e703a1e3a4303,a72d2167f475488f,lead,Unleash Cutting-Edge E-Markets Content Syndication 2025,Email,Sent,False,2023-06-21,True
20cdfc7a2287491f,18008446d0694e6d,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Responded,True,2025-02-24,True
6878253efe5a4469,820ceb3523964e88,contact,Optimize Strategic Supply-Chains Webinar 2023,Email,Sent,False,2024-12-18,True
c34111a880794afa,8ca3b0e6c9a240a2,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Email,Sent,False,2025-01-13,True
9718835e365b44f4,55c9c9d5e237444c,lead,Architect Viral Models Webinar 2024,Email,Sent,False,2025-04-16,True
c6552144c2164c24,aa1d1b0d82c64927,lead,Streamline Distributed E-Markets Webinar 2023,Email,Sent,False,2025-02-17,True
ae79074fc98e46c2,93f17ae1500a4564,lead,Mesh Interactive Platforms Advertisement 2023,Email,Sent,False,2023-05-23,False
fd86f22a34e84c41,c80fe48b502c4043,contact,Optimize Strategic Supply-Chains Webinar 2023,Email,Sent,False,2025-04-20,True
85f7ac04609046f1,100d409f31a14510,contact,Matrix Seamless Infrastructures Social 2024,Social,Viewed,False,2025-01-24,True
530593e4f4404576,f238d76424b049a7,lead,Strategize Seamless Vortals Telemarketing 2025,Telemarketing,Sent,False,2025-04-04,True
2de39bcf81aa4a36,f659b94c26a440d0,contact,Unleash Cutting-Edge E-Markets Content Syndication 2025,Content Syndication,Responded,True,2025-01-26,True
076715688c30499d,93f17ae1500a4564,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2023-07-19,True
a2d5aa6b13584fde,e6fe353aa34e40f1,contact,Disintermediate Wireless Applications Content Syndication 2024,Content Syndication,Sent,False,2024-01-03,True
a179af0a51464240,16c28225866f401a,lead,Grow Best-Of-Breed Users Event 2024,Email,Sent,False,2023-08-16,True
f7a2b456a585460a,325e681919624ea9,lead,Evolve E-Business Markets Webinar 2023,Webinar,No Show,False,2024-09-13,True
4c93254f38f64e19,16bd3a8326c74630,lead,Transition Efficient Deliverables Email 2024,Email,Clicked,True,2025-01-04,False
056f2d31e2634ff4,32e961efb8e64d0a,contact,Brand Visionary Models Advertisement 2024,Advertisement,Viewed,False,2025-04-06,True
3c26f2d39a0d4990,851031771d1d475b,contact,Embrace Out-Of-The-Box Networks Webinar 2023,Webinar,Attended,True,2025-02-28,False
598c122218a64f10,3a562041231b4490,contact,Evolve Extensible Deliverables Webinar 2023,Webinar,No Show,False,2025-02-28,True
5febc13fe8a3434d,bd03e4829475454e,lead,Revolutionize Value-Added Deliverables Telemarketing 2023,Email,Sent,False,2025-04-27,False
6de8bea518814764,708e08ffce2b4624,contact,Mesh Interactive Platforms Advertisement 2023,Email,Sent,False,2025-04-18,True
456bec25701d47e0,c63fc11748f14133,contact,Brand End-To-End Info-Mediaries Advertisement 2024,Advertisement,Viewed,False,2025-02-05,True
2938d8e2d5494c8f,c3fde48d45c44d9b,lead,Envisioneer Holistic Web-Readiness Email 2024,Email,Opened,False,2024-11-02,False
9a8e2c5481804fcb,3de1ba830de74bc6,lead,Brand Visionary Models Advertisement 2024,Email,Sent,False,2025-02-06,True
52393eb9db2541ae,1e3b3a3e36184585,lead,Monetize Out-Of-The-Box Content Social 2023,Social,Viewed,False,2024-12-23,False
1b71dacab998436e,7e42afa216f549bd,contact,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Responded,True,2025-04-09,True
5b884ef5712e4baa,db093815e91c423f,contact,Generate Global Architectures Content Syndication 2025,Content Syndication,Responded,True,2025-04-20,True
44fb8372784e4330,9d38418f6c59493c,contact,Matrix Wireless Solutions Advertisement 2025,Advertisement,Viewed,False,2024-01-19,True
fcb3af05e458427f,329b12ed8466497e,contact,Envisioneer Holistic Web-Readiness Email 2024,Email,Sent,False,2025-03-06,True
ee76a3b4224d4cfd,7833119f50b24965,lead,Strategize Seamless Vortals Telemarketing 2025,Telemarketing,Sent,False,2024-12-17,True
ca43d0626d974cd2,3a07aefee2d74a30,lead,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Sent,False,2025-04-22,False
1e04e3ad13c04eea,414b6112183144bd,lead,Orchestrate 24/7 Relationships Content Syndication 2024,Content Syndication,Sent,False,2025-03-01,True
b12b256521f842a7,3e751658cf3942e2,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Opened,False,2023-09-12,True
080f96628c78468b,c26e0c00f198482b,contact,Orchestrate End-To-End Models Event 2025,Event,Attended,True,2025-04-10,False
ab2915e2eed04d8e,66f3c7b60076469b,contact,Engage Impactful Portals Webinar 2025,Webinar,No Show,False,2025-03-31,False
1c73f676b21a48d9,820e3f38dbe146bb,lead,Mesh Interactive Platforms Advertisement 2023,Email,Sent,False,2025-04-30,True
9db2fabc07384f35,38027b7773b444a2,contact,Optimize Strategic Supply-Chains Webinar 2023,Email,Sent,False,2025-01-13,True
7022d12e32454114,3de1ba830de74bc6,lead,Engage Impactful Portals Webinar 2025,Email,Sent,False,2025-04-10,True
40615031b51d420f,9b1b805d05864545,lead,Whiteboard Synergistic Initiatives Email 2025,Email,Clicked,True,2025-04-10,True
560c27926ebd4c62,d5d61c3a50e44043,contact,Orchestrate 24/7 Relationships Content Syndication 2024,Email,Sent,False,2023-12-31,True
782de76887ac4a66,c9f086f3e11043c8,contact,Target Collaborative Paradigms Social 2024,Social,Clicked,True,2024-12-11,True
99cf061f4ae6491a,dac1fb0ef8c24e17,lead,Streamline Distributed E-Markets Webinar 2023,Email,Sent,False,2025-04-13,False
76876d7351104673,f2777349935d4588,lead,Benchmark Rich Functionalities Event 2024,Event,No Show,False,2024-12-15,False
a94b61b55d3d4f96,8249636dbb074a18,lead,Harness Wireless Communities Content Syndication 2024,Email,Sent,False,2025-04-14,False
f7a614dc345247fd,14c41452160d40f4,contact,Monetize Out-Of-The-Box Content Social 2023,Email,Sent,False,2025-04-29,True
2c1586a3229b4f68,c65ca09a99d44d46,contact,Facilitate Web-Enabled Applications Email 2024,Email,Sent,False,2024-08-14,True
1a429c56f74c439a,61fa38db82654ca5,lead,Monetize Front-End Web Services Webinar 2024,Webinar,Attended,True,2024-06-30,True
684d4feddb65404e,d62348854f144843,lead,Disintermediate Wireless Applications Content Syndication 2024,Email,Sent,False,2024-04-13,False
2b6dfa2243f044c4,325e681919624ea9,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Clicked,True,2024-12-13,False
15f0ef9856aa4764,8a2d4cc002b0472e,lead,Engage Impactful Portals Webinar 2025,Email,Sent,False,2024-02-05,True
4d219d54818b4ef0,108faca1020643bc,lead,Disintermediate Wireless Applications Content Syndication 2024,Content Syndication,Responded,True,2024-05-11,True
b6bcc5f116584247,3a7bb8157db94bfa,lead,Mesh Interactive Platforms Advertisement 2023,Advertisement,Viewed,False,2023-08-19,True
6d9edee811394d7a,f659b94c26a440d0,contact,Generate Next-Generation Markets Event 2025,Event,Registered,False,2025-01-14,True
98918c5b0e184a15,edaceec9b7ef4729,lead,Nurture Drip Sequence,Email,Sent,False,2025-03-19,True
9855c93e54594e14,4a6509f4e3164200,lead,Matrix Seamless Infrastructures Social 2024,Social,Clicked,True,2025-04-11,True
c77294b06e154d1c,5dcd316937174db6,lead,Embrace Out-Of-The-Box Networks Webinar 2023,Webinar,Registered,False,2025-04-14,True
0e76fe2aeaf6477d,e548daa6ea064625,lead,Generate Global Architectures Content Syndication 2025,Content Syndication,Sent,False,2024-10-10,True
e9df793dac854ace,d470dfac3c6544d9,lead,Generate Next-Generation Markets Event 2025,Event,Registered,False,2024-10-15,True
4ec366a500ef4552,8323bf2a154a4bdc,contact,Facilitate Web-Enabled Applications Email 2024,Email,Sent,False,2025-04-16,False
b3fad2a522834b08,eeb7351d5d714452,lead,Unleash Ubiquitous Channels Event 2025,Event,No Show,False,2024-09-19,False
36aa8361029d4456,9da2c8b1ac1143f9,lead,Grow Best-Of-Breed Users Event 2024,Event,No Show,False,2025-02-09,False
17b7b9d5b0294999,9968bb12a175448a,lead,Incubate Front-End E-Tailers Telemarketing 2025,Email,Sent,False,2025-04-30,False
aa40ce78dc674d22,53096329d289478b,lead,Evolve E-Business Markets Webinar 2023,Webinar,Registered,False,2025-03-31,True
8f1c222438254e9a,58347b37ac194162,contact,Mesh Interactive Platforms Advertisement 2023,Advertisement,Viewed,False,2023-10-13,True
435d34e33e72473f,c65ca09a99d44d46,contact,Optimize Strategic Supply-Chains Webinar 2023,Email,Sent,False,2025-04-08,True
16d1d2541fc648fe,d6a893b59d0f483d,lead,Target Collaborative Paradigms Social 2024,Social,Clicked,True,2025-04-13,False
e28ce406c10d463b,945892b5c4114cf9,lead,Utilize Visionary Eyeballs Webinar 2023,Webinar,Registered,False,2025-04-12,True
e4d3ac33cc584e21,820ceb3523964e88,contact,Engineer Robust Web Services Event 2024,Email,Sent,False,2024-12-21,True
2ba6577fa12d4466,7e42afa216f549bd,contact,Envisioneer Revolutionary Deliverables Content Syndication 2024,Content Syndication,Sent,False,2025-04-07,True
0edfa5ec90ba4803,a4a4341a54c846f6,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Responded,True,2025-04-11,True
836228d6537649fa,f669ca9a4acd434d,contact,Facilitate Web-Enabled Applications Email 2024,Email,Clicked,True,2025-04-13,False
89c68a588d0643dc,820e3f38dbe146bb,lead,Brand End-To-End Info-Mediaries Advertisement 2024,Email,Sent,False,2025-01-18,False
610a0fad67b948d0,4414acb563964586,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Event,Registered,False,2024-11-23,True
6c0816fa9f364597,eeb7351d5d714452,lead,Deliver One-To-One Markets Email 2024,Email,Clicked,True,2025-04-27,False
ce85793d798146aa,316854ab6e974087,lead,Generate Next-Generation Markets Event 2025,Email,Sent,False,2025-04-11,False
8d77c4882d92405b,aa1d1b0d82c64927,lead,Deliver One-To-One Markets Email 2024,Email,Sent,False,2025-04-28,True
7c26dba59b5443fa,6af7009d16b544a9,lead,Benchmark Rich Functionalities Event 2024,Event,Attended,True,2024-10-04,False
a56c558e003f4fec,32e961efb8e64d0a,contact,Embrace Out-Of-The-Box Networks Webinar 2023,Webinar,Registered,False,2025-02-07,False
b9a68163bd0d483f,ce300319779040cb,lead,Monetize Out-Of-The-Box Content Social 2023,Email,Sent,False,2024-03-27,True
71e149b95d554b7b,ba9c502883e04267,contact,Envisioneer Revolutionary Deliverables Content Syndication 2024,Email,Sent,False,2025-01-06,False
106b724a9d3148aa,c80fe48b502c4043,contact,E-Enable Out-Of-The-Box Portals Social 2023,Email,Sent,False,2025-04-17,True
7121cf46e3cc47c8,26db812af63f4047,lead,Utilize Back-End Action-Items Advertisement 2025,Email,Sent,False,2025-02-03,True
3a08a39728bc4a8f,4414acb563964586,lead,Whiteboard Synergistic Initiatives Email 2025,Email,Opened,False,2024-07-03,False
b3cfad7fc9334fd1,6df4a54be9ac41f1,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Clicked,True,2025-04-16,True
3c275f2e450b43c6,638283ed2b3b42ba,contact,Monetize Out-Of-The-Box Content Social 2023,Email,Sent,False,2023-09-05,True
d931e778ee6c4017,35a1c227f91647b2,lead,Re-Contextualize B2C Networks Social 2025,Social,Viewed,False,2025-04-08,True
867bd7215c9f4352,aa1d1b0d82c64927,lead,Generate B2B Eyeballs Webinar 2023,Email,Sent,False,2025-04-04,False
f0950fd1d3b84e2b,61fa38db82654ca5,lead,Unleash Ubiquitous Channels Event 2025,Event,Attended,True,2025-04-21,False
c618232e090a4acf,c64455e48bf64610,lead,Engage Impactful Portals Webinar 2025,Webinar,Attended,True,2024-09-10,False
07f6abe1d47145d1,3d22eb58e4b84734,lead,Generate B2B Eyeballs Webinar 2023,Email,Sent,False,2025-01-01,False
f725ab499b6d42f4,3d22eb58e4b84734,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2023-08-25,True
5ad136e064ba4a99,638283ed2b3b42ba,contact,Monetize Clicks-And-Mortar Bandwidth Event 2023,Email,Sent,False,2025-04-03,True
23daa186b5c4432a,78f90616088a4ca4,lead,Embrace Out-Of-The-Box Networks Webinar 2023,Webinar,Registered,False,2023-06-11,True
fa964e58c27e44d8,0b30ac08153448ce,lead,Facilitate Web-Enabled Applications Email 2024,Email,Sent,False,2025-03-04,False
aa1b02e8ea924c72,0531414cfda844f2,lead,Integrate Open-Source Architectures Webinar 2023,Webinar,Registered,False,2025-04-15,True
bb2da8fd8d23409e,cf8add14b8744e58,lead,Re-Intermediate B2B Interfaces Event 2023,Event,Registered,False,2025-02-08,False
187260e2cbab4d10,45934305f11e4b62,lead,Target Collaborative Paradigms Social 2024,Social,Viewed,False,2024-11-29,True
bbf317592ede4eb5,800c6e0375524274,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2025-02-10,False
d9ef7770b71749d3,7833119f50b24965,lead,Brand Visionary Models Advertisement 2024,Advertisement,Viewed,False,2025-04-06,True
67a3ef23273e4dea,44b6509d6c7f4310,lead,Disintermediate 24/7 Metrics Telemarketing 2024,Telemarketing,Sent,False,2025-04-25,False
e75dcca139d5406d,aad116ab6444433e,lead,Iterate Transparent Initiatives Social 2023,Social,Viewed,False,2025-04-19,True
956fabd8ae0b4224,d51df535d7f8447e,contact,Architect Viral Models Webinar 2024,Email,Sent,False,2025-03-08,True
885360111504427a,4a6509f4e3164200,lead,Monetize Clicks-And-Mortar Bandwidth Event 2023,Event,Registered,False,2025-01-03,True
7f1b9443f45d46d8,69c0e99ab94645b7,lead,Harness Wireless Communities Content Syndication 2024,Content Syndication,Sent,False,2025-04-03,True
f68d82740295429e,b157b34bc1b041d2,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Sent,False,2025-02-04,True
541b005fdddd40c7,6b9fe4129c9e4115,contact,Facilitate Web-Enabled Applications Email 2024,Email,Clicked,True,2023-05-22,False
90fb3394ad0d493b,9da2c8b1ac1143f9,lead,Architect Customized Partnerships Telemarketing 2024,Telemarketing,Responded,True,2024-11-11,True
09c71d4a9882416a,c3da9723707a430d,lead,Transition Efficient Deliverables Email 2024,Email,Sent,False,2024-03-08,True
124cfeb17a7c4e9e,8249636dbb074a18,lead,Unleash Ubiquitous Channels Event 2025,Email,Sent,False,2025-02-16,True
8f37c3a64f0f4dd8,edaceec9b7ef4729,lead,Nurture Drip Sequence,Email,Sent,False,2025-03-29,True
853dbb94070a490b,4345a36ec0a646bd,contact,Evolve E-Business Markets Webinar 2023,Webinar,Attended,True,2024-11-21,True
5271f932249b4626,4564b8d497fd4198,contact,Matrix Seamless Infrastructures Social 2024,Social,Clicked,True,2025-04-16,True
27f4be590afb413a,9d38418f6c59493c,contact,Brand Visionary Models Advertisement 2024,Advertisement,Viewed,False,2023-06-14,False
0be74bef44e8485c,4d443dd8ecfc4380,lead,Disintermediate 24/7 Metrics Telemarketing 2024,Email,Sent,False,2023-10-30,False
4ca4e87073e34e90,e14a09ec7da74137,contact,Harness Wireless Communities Content Syndication 2024,Content Syndication,Responded,True,2024-02-12,False
b5a0d3a596f5453c,6b676eeb51f340af,lead,Monetize Front-End Web Services Webinar 2024,Email,Sent,False,2023-10-14,False
6e15cadf2c0242c0,f09b58cd266740c3,lead,E-Enable Out-Of-The-Box Portals Social 2023,Email,Sent,False,2025-04-04,True
179ef78541e649c2,e0c14835e4144ac6,lead,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2025-04-20,True
668f42a52ea24678,c80fe48b502c4043,contact,Benchmark Rich Functionalities Event 2024,Email,Sent,False,2025-04-11,True
269da89b607b43d7,c3fde48d45c44d9b,lead,Deliver One-To-One Markets Email 2024,Email,Clicked,True,2025-04-04,True
5ac7b3805c004134,08393fe814024e3b,contact,Matrix Seamless Infrastructures Social 2024,Social,Viewed,False,2025-04-26,True
8aeb4593aef34534,f238d76424b049a7,lead,Facilitate Granular Web-Readiness Telemarketing 2024,Telemarketing,Responded,True,2025-04-22,False
7680d14429524c5e,f45c994a5a57444b,contact,Re-Contextualize Extensible Technologies Email 2023,Email,Opened,False,2025-02-02,True
b6f7ba96587049ea,945892b5c4114cf9,lead,Re-Intermediate Visionary Convergence Webinar 2025,Webinar,No Show,False,2025-04-08,True
c12fbeb800f2488e,ee88dcaf0fd644e0,lead,Target Collaborative Paradigms Social 2024,Email,Sent,False,2023-09-12,True
4310e8fb3ffd450e,b3927f4c1415426c,lead,Harness Wireless Communities Content Syndication 2024,Content Syndication,Sent,False,2025-03-05,True
1fa3ec6942bd449a,fb0c3528914e4dd3,contact,Orchestrate End-To-End Models Event 2025,Event,No Show,False,2024-11-13,True
cd54a1f93a444184,08dd399a64b6426d,contact,Revolutionize Value-Added Deliverables Telemarketing 2023,Telemarketing,Sent,False,2023-09-23,True
39cb13f14c5c4483,e14a09ec7da74137,contact,Brand Leading-Edge Interfaces Telemarketing 2025,Telemarketing,Sent,False,2025-04-25,False
73a4d1492f4242c6,66f3c7b60076469b,contact,Facilitate Web-Enabled Applications Email 2024,Email,Opened,False,2025-01-15,True
45606dc826ee4808,66f3c7b60076469b,contact,Drive Next-Generation Communities Telemarketing 2025,Telemarketing,Responded,True,2025-04-10,False
85e7346042da4610,9da2c8b1ac1143f9,lead,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Clicked,True,2025-01-29,True
dca2b17794974a5d,46f2f49e7f1b42b2,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Clicked,True,2025-04-18,True
0d9be7fc59734e06,429413ad913f4749,lead,Redefine Cross-Media Synergies Webinar 2023,Webinar,Registered,False,2025-04-16,False
ffcee7e1aa0c427f,7148f92e3b0a4137,lead,Maximize Bleeding-Edge Convergence Webinar 2023,Webinar,Registered,False,2025-04-09,True
0aaa08a8915f42d8,75a95879804e4fbc,lead,Generate Next-Generation Markets Event 2025,Email,Sent,False,2024-11-28,True
c14d3fe794554a0c,38027b7773b444a2,contact,Revolutionize Value-Added Deliverables Telemarketing 2023,Email,Sent,False,2023-12-08,True
8163919a05344076,2d13a190df7f4473,contact,Unleash 24/7 E-Tailers Event 2025,Event,Registered,False,2025-04-06,True
46a364f0be9e4bad,8a4e20f67d2e4cf1,contact,Drive End-To-End Deliverables Advertisement 2024,Advertisement,Viewed,False,2024-12-14,True
787d25ded1fe40d8,26fb5134d77a49a8,lead,Target Collaborative Paradigms Social 2024,Social,Viewed,False,2025-02-17,True
66835abae28144f3,6f700a51bf594b00,lead,Utilize Back-End Action-Items Advertisement 2025,Advertisement,Clicked,True,2024-12-14,False
19963c6f2b6c4e51,317899368e174ef0,lead,Re-Contextualize Extensible Technologies Email 2023,Email,Sent,False,2024-06-09,False
5722eba2a57d42e3,4ab2ef10c0914af2,lead,Maximize Bleeding-Edge Convergence Webinar 2023,Email,Sent,False,2025-04-07,True
70830c1fb20847a5,d79666d1f6a54f29,lead,Re-Intermediate B2B Interfaces Event 2023,Email,Sent,False,2025-03-07,True
a70fbbfc117b4846,7d6f011f12664f23,contact,Unleash Cutting-Edge E-Markets Content Syndication 2025,Content Syndication,Sent,False,2024-01-14,True
73ff893e109d4b7d,beccb173d5b34730,lead,Matrix Wireless Solutions Advertisement 2025,Advertisement,Clicked,True,2024-09-29,False
